Source	Cluster	perClusterFreq	ClusterFreq	ClusterGenomeSize	perTotalFreq	TotalFreq	OdsRatio	pvalue	padj	AccnetGenomeSize	AccnetProteinSize	Type	TwinGroup	Description
Cluster_8814	4	0.9473684210526315	36	38	0.20100502512562815	40	4.713157894736842	1.5823902389950778e-35	4.500259164322059e-34	199	27256	Cluster	Single	WP_001346541.1 XRE family transcriptional regulator [Escherichia coli]
Cluster_27216	4	0.8947368421052632	34	38	0.3417085427135678	68	2.618421052631579	1.0409236654983925e-16	2.743365134587974e-15	199	27256	Cluster	Single	WP_086611550.1 metal ABC transporter permease [Escherichia coli]
Cluster_6084	4	0.9473684210526315	36	38	0.27638190954773867	55	3.427751196172249	2.095730855892363e-25	5.778734105391063e-24	199	27256	Cluster	Single	WP_001161856.1 MULTISPECIES: capsule polysaccharide export protein KpsS [Enterobacteriaceae]
Cluster_11148	4	0.868421052631579	33	38	0.5175879396984925	103	1.6778231987736332	7.146551934095313e-8	1.6426763321998209e-6	199	27256	Cluster	Single	WP_001550353.1 MULTISPECIES: alpha/beta hydrolase [Enterobacteriaceae]
Cluster_12599	4	1	38	38	0.4371859296482412	87	2.28735632183908	0	0	199	27256	Cluster	Single	WP_032167893.1 LysR family transcriptional regulator, partial [Escherichia coli]
Cluster_18274	4	0.9210526315789473	35	38	0.2613065326633166	52	3.524797570850202	1.1262886512773643e-24	3.087761637387247e-23	199	27256	Cluster	Twin_433	WP_042072357.1 capsule biosynthesis protein, partial [Escherichia coli]
Cluster_12069	4	0.9210526315789473	35	38	0.7537688442211056	150	1.2219298245614034	8.122891405157654e-4	0.016122780617328736	199	27256	Cluster	Single	WP_021565323.1 hypothetical protein [Escherichia coli]
Cluster_30353	4	1	38	38	0.3969849246231156	79	2.518987341772152	0	0	199	27256	Cluster	Single	WP_021540407.1 general secretion pathway protein [Escherichia coli]
Cluster_1010	4	0.9736842105263158	37	38	0.23115577889447236	46	4.212242562929062	2.62707602907369e-33	7.427028030161942e-32	199	27256	Cluster	Twin_686	WP_000438653.1 MULTISPECIES: FadR family transcriptional regulator [Enterobacteriaceae]
Cluster_4321	4	1	38	38	0.7236180904522613	144	1.3819444444444444	0	0	199	27256	Cluster	Single	WP_022645783.1 MULTISPECIES: oxidoreductase Zn-dependent and NAD(P)-binding [Enterobacteriaceae]
Cluster_9635	4	0.9736842105263158	37	38	0.40703517587939697	81	2.392137751786875	1.8470963191642634e-18	4.926102414261466e-17	199	27256	Cluster	Twin_835	WP_032281609.1 iron-siderophore ABC transporter substrate-binding protein [Escherichia coli]
Cluster_27685	4	0.9210526315789473	35	38	0.592964824120603	118	1.553300624442462	9.132963560641263e-8	2.0918727669915282e-6	199	27256	Cluster	Single	WP_001099655.1 MULTISPECIES: RusA family crossover junction endodeoxyribonuclease [Enterobacteriaceae]
Cluster_25122	4	1	38	38	0.21608040201005024	43	4.627906976744186	0	0	199	27256	Cluster	Twin_1410	WP_000704411.1 sensor histidine kinase [Escherichia coli]
Cluster_15221	4	1	38	38	0.22613065326633167	45	4.4222222222222225	0	0	199	27256	Cluster	Single	WP_074497118.1 arylsulfatase [Escherichia coli]
Cluster_15368	4	1	38	38	0.22110552763819097	44	4.5227272727272725	0	0	199	27256	Cluster	Single	WP_001274831.1 MULTISPECIES: hypothetical protein [Escherichia]
Cluster_17550	4	1	38	38	0.7537688442211056	150	1.3266666666666667	0	0	199	27256	Cluster	Single	WP_001617631.1 DeoR/GlpR transcriptional regulator [Escherichia coli]
Cluster_13354	4	0.9736842105263158	37	38	0.4472361809045226	89	2.1771141336487285	2.0486685683676622e-16	5.393327817321196e-15	199	27256	Cluster	Single	WP_071589973.1 hypothetical protein [Escherichia coli]
Cluster_18616	4	1	38	38	0.20603015075376885	41	4.853658536585366	0	0	199	27256	Cluster	Twin_1281	WP_000082518.1 MBL fold metallo-hydrolase [Escherichia coli]
Cluster_30351	4	0.9736842105263158	37	38	0.3165829145728643	63	3.075605680868839	2.4604509795784567e-24	6.740251639076044e-23	199	27256	Cluster	Single	WP_021540490.1 lipoprotein [Escherichia coli]
Cluster_1458	4	0.868421052631579	33	38	0.35175879396984927	70	2.4687969924812028	1.2493559480327021e-14	3.2507836095863574e-13	199	27256	Cluster	Single	WP_001160964.1 plasmid maintenance protein CcdB [Escherichia coli]
Cluster_20942	4	0.9736842105263158	37	38	0.5577889447236181	111	1.7456140350877194	7.591810429397538e-12	1.9174910563246134e-10	199	27256	Cluster	Single	WP_089562806.1 3-ketoacyl-ACP reductase, partial [Escherichia coli]
Cluster_18617	4	1	38	38	0.7688442211055276	153	1.3006535947712419	0	0	199	27256	Cluster	Single	WP_023152185.1 ABC transporter ATP-binding protein [Escherichia coli]
Cluster_30374	4	1	38	38	0.24120603015075376	48	4.145833333333334	0	0	199	27256	Cluster	Twin_1385	WP_001525965.1 cytosine permease [Escherichia coli]
Cluster_13076	4	1	38	38	0.7587939698492462	151	1.3178807947019868	0	0	199	27256	Cluster	Single	WP_075320801.1 hypothetical protein [Escherichia coli]
Cluster_28604	4	1	38	38	0.6231155778894473	124	1.6048387096774193	0	0	199	27256	Cluster	Single	WP_024242090.1 hypothetical protein [Escherichia coli]
Cluster_1174	4	0.9736842105263158	37	38	0.21105527638190955	42	4.613408521303258	1.1269131478699585e-36	3.217688109810585e-35	199	27256	Cluster	Single	WP_028120195.1 MurR/RpiR family transcriptional regulator [Escherichia coli]
Cluster_985	4	0.868421052631579	33	38	0.6633165829145728	132	1.3092105263157896	3.7162233270155115e-4	0.00749256246284081	199	27256	Cluster	Single	WP_001386977.1 MULTISPECIES: hypothetical protein, partial [Proteobacteria]
Cluster_25472	4	0.9473684210526315	36	38	0.22110552763819097	44	4.28468899521531	5.987195108578786e-32	1.689307570182e-30	199	27256	Cluster	Twin_341	WP_097374875.1 type VI secretion protein ImpK, partial [Escherichia coli]
Cluster_5569	4	1	38	38	0.3015075376884422	60	3.316666666666667	0	0	199	27256	Cluster	Twin_533	WP_085455562.1 sugar kinase [Escherichia coli]
Cluster_4163	4	0.9473684210526315	36	38	0.3969849246231156	79	2.386409060626249	5.6406558983663575e-17	1.4887941573203984e-15	199	27256	Cluster	Single	WP_032140306.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_1052	4	0.9473684210526315	36	38	0.5778894472361809	115	1.6393592677345539	1.6259244516004223e-9	3.901461176524141e-8	199	27256	Cluster	Single	WP_001300753.1 MULTISPECIES: ilvB operon leader peptide IvbL [Proteobacteria]
Cluster_4020	4	0.8947368421052632	34	38	0.3417085427135678	68	2.618421052631579	1.0409236654983925e-16	2.743365134587974e-15	199	27256	Cluster	Single	WP_042096930.1 manganese/iron transporter ATP-binding protein, partial [Escherichia coli]
Cluster_17227	4	1	38	38	0.21105527638190955	42	4.738095238095238	0	0	199	27256	Cluster	Twin_116	WP_001060864.1 sigma-54-dependent Fis family transcriptional regulator [Escherichia coli]
Cluster_22885	4	0.9473684210526315	36	38	0.3869346733668342	77	2.448393711551606	1.6016549054448412e-17	4.2430576297666083e-16	199	27256	Cluster	Single	WP_038341223.1 iron ABC transporter permease [Escherichia coli]
Cluster_4880	4	1	38	38	0.20100502512562815	40	4.975	0	0	199	27256	Cluster	Twin_1449	WP_001532032.1 hypothetical protein [Escherichia coli]
Cluster_15257	4	0.9736842105263158	37	38	0.5778894472361809	115	1.6848970251716249	3.878351902900054e-11	9.556198597893033e-10	199	27256	Cluster	Single	WP_000126291.1 MULTISPECIES: transcriptional regulator [Escherichia]
Cluster_30187	4	1	38	38	0.4472361809045226	89	2.235955056179775	0	0	199	27256	Cluster	Twin_1249	WP_001527877.1 heme ABC transporter ATP-binding protein [Escherichia coli]
Cluster_16840	4	1	38	38	0.21105527638190955	42	4.738095238095238	0	0	199	27256	Cluster	Twin_397	WP_000132439.1 MULTISPECIES: ABC transporter ATP-binding protein [Escherichia]
Cluster_30611	4	0.9736842105263158	37	38	0.7788944723618091	155	1.2500848896434635	2.3221893867965e-5	4.93502191862886e-4	199	27256	Cluster	Single	WP_032353366.1 MFS transporter [Escherichia coli]
Cluster_23767	4	1	38	38	0.592964824120603	118	1.6864406779661016	0	0	199	27256	Cluster	Single	WP_072048677.1 DUF2207 domain-containing protein [Escherichia coli]
Cluster_23914	4	0.9736842105263158	37	38	0.6080402010050251	121	1.6013484123531971	3.9490988411527077e-10	9.591793661806756e-9	199	27256	Cluster	Single	WP_065769107.1 LysR family transcriptional regulator, partial [Escherichia coli]
Cluster_19788	4	0.9736842105263158	37	38	0.40703517587939697	81	2.392137751786875	1.8470963191642634e-18	4.926102414261466e-17	199	27256	Cluster	Twin_835	WP_001681997.1 TonB-dependent siderophore receptor [Escherichia coli]
Cluster_6211	4	0.9736842105263158	37	38	0.20603015075376885	41	4.725930680359435	1.073250617018995e-37	3.069364090893087e-36	199	27256	Cluster	Single	WP_077636308.1 hypothetical protein [Escherichia coli]
Cluster_12938	4	1	38	38	0.4472361809045226	89	2.235955056179775	0	0	199	27256	Cluster	Twin_1215	WP_021532156.1 TonB-dependent hemoglobin/transferrin/lactoferrin family receptor [Escherichia coli]
Cluster_25982	4	1	38	38	0.24623115577889448	49	4.061224489795918	0	0	199	27256	Cluster	Twin_822	WP_000865634.1 MULTISPECIES: acyl-CoA synthetase FdrA [Enterobacteriaceae]
Cluster_16617	4	1	38	38	0.5829145728643216	116	1.7155172413793105	0	0	199	27256	Cluster	Single	WP_001070441.1 multidrug SMR transporter [Escherichia coli]
Cluster_29526	4	0.8157894736842105	31	38	0.5879396984924623	117	1.3875393612235718	2.3349116552987158e-4	0.004728913630419137	199	27256	Cluster	Single	WP_000995394.1 host-nuclease inhibitor protein Gam, partial [Escherichia coli]
Cluster_4937	4	0.868421052631579	33	38	0.18592964824120603	37	4.670697012802276	2.167445401669713e-30	6.089109553251952e-29	199	27256	Cluster	Single	WP_001304284.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_5317	4	1	38	38	0.542713567839196	108	1.8425925925925926	0	0	199	27256	Cluster	Twin_1151	WP_097768580.1 TIGR00366 family protein [Escherichia coli]
Cluster_9931	4	0.868421052631579	33	38	0.678391959798995	135	1.2801169590643275	7.526127778485988e-4	0.014942434872956323	199	27256	Cluster	Single	WP_077632651.1 type II secretion system protein GspG [Escherichia coli]
Cluster_1658	4	0.8157894736842105	31	38	0.1658291457286432	33	4.919457735247209	8.822261677820983e-30	2.4678227389389325e-28	199	27256	Cluster	Single	WP_001304411.1 MULTISPECIES: hypothetical protein [Escherichia]
Cluster_19676	4	1	38	38	0.7989949748743719	159	1.251572327044025	0	0	199	27256	Cluster	Single	WP_001136917.1 hypothetical protein [Escherichia coli]
Cluster_23641	4	0.9473684210526315	36	38	0.36683417085427134	73	2.5825522710886806	1.1158719566091535e-18	2.980411401653214e-17	199	27256	Cluster	Single	WP_000140406.1 MULTISPECIES: AraC family transcriptional regulator [Enterobacterales]
Cluster_1423	4	1	38	38	0.4623115577889447	92	2.1630434782608696	0	0	199	27256	Cluster	Twin_89	WP_001296654.1 ribulose-phosphate 3-epimerase [Escherichia coli]
Cluster_852	4	1	38	38	0.4623115577889447	92	2.1630434782608696	0	0	199	27256	Cluster	Single	WP_001322889.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_17348	4	0.868421052631579	33	38	0.36683417085427134	73	2.367339581831291	7.758220173350503e-14	2.0011986910298237e-12	199	27256	Cluster	Single	WP_087598595.1 D-serine transporter DsdX, partial [Escherichia coli]
Cluster_11331	4	0.9736842105263158	37	38	0.3065326633165829	61	3.1764452113891286	3.7794945922864426e-25	1.041349097787223e-23	199	27256	Cluster	Single	WP_001050124.1 fimbrial protein [Escherichia coli]
Cluster_26147	4	1	38	38	0.3417085427135678	68	2.9264705882352944	0	0	199	27256	Cluster	Single	WP_059324700.1 aldo/keto reductase, partial [Escherichia coli]
Cluster_21584	4	1	38	38	0.542713567839196	108	1.8425925925925926	0	0	199	27256	Cluster	Twin_1151	WP_083576011.1 CoA transferase subunit B [Escherichia coli]
Cluster_6737	4	0.8421052631578947	32	38	0.6582914572864321	131	1.2792286058658096	0.001377918037873412	0.026726943563067165	199	27256	Cluster	Single	WP_000249382.1 MULTISPECIES: type II secretion system protein GspE [Proteobacteria]
Cluster_10209	4	0.9473684210526315	36	38	0.3869346733668342	77	2.448393711551606	1.6016549054448412e-17	4.2430576297666083e-16	199	27256	Cluster	Single	WP_001058512.1 MULTISPECIES: type II secretion system protein K [Escherichia]
Cluster_2880	4	0.9736842105263158	37	38	0.35175879396984927	70	2.7680451127819548	8.763079686468785e-22	2.371536845972931e-20	199	27256	Cluster	Single	WP_001323489.1 MULTISPECIES: inverse autotransporter beta-barrel domain-containing protein [Proteobacteria]
Cluster_21693	4	0.8157894736842105	31	38	0.32160804020100503	64	2.536595394736842	1.4502479056230183e-13	3.7314345165359275e-12	199	27256	Cluster	Single	WP_000741332.1 integrase [Escherichia coli]
Cluster_15255	4	0.9736842105263158	37	38	0.5527638190954773	110	1.761483253588517	4.992812264378611e-12	1.262389481639579e-10	199	27256	Cluster	Single	WP_000521572.1 MULTISPECIES: RNA ligase RtcB family protein [Escherichia]
Cluster_30717	4	0.868421052631579	33	38	0.6683417085427136	133	1.2993668381480017	4.7175125858929675e-4	0.009484613673380302	199	27256	Cluster	Single	WP_000820128.1 type II secretion system protein GspI [Escherichia coli]
Cluster_30774	4	0.9736842105263158	37	38	0.7587939698492462	151	1.2831997211571977	7.443149476174558e-6	1.6046637978124763e-4	199	27256	Cluster	Single	WP_073268206.1 general secretion pathway protein [Escherichia coli]
Cluster_20324	4	0.9736842105263158	37	38	0.7587939698492462	151	1.2831997211571977	7.443149476174558e-6	1.6046637978124763e-4	199	27256	Cluster	Single	WP_088545332.1 poly-beta-1,6 N-acetyl-D-glucosamine synthase [Escherichia coli]
Cluster_19760	4	0.9736842105263158	37	38	0.20603015075376885	41	4.725930680359435	1.073250617018995e-37	3.069364090893087e-36	199	27256	Cluster	Single	WP_001540443.1 ABC transporter permease [Escherichia coli]
Cluster_14903	4	0.9473684210526315	36	38	0.2663316582914573	53	3.5571002979145976	2.1883423325842183e-26	6.057442226431078e-25	199	27256	Cluster	Single	WP_038356136.1 ABC transporter ATP-binding protein, partial [Escherichia coli]
Cluster_23125	4	0.9473684210526315	36	38	0.6884422110552764	137	1.3761044948136765	2.5394300032594113e-6	5.5673437919092374e-5	199	27256	Cluster	Single	WP_000435282.1 MULTISPECIES: MFS transporter [Enterobacteriaceae]
Cluster_418	4	0.868421052631579	33	38	0.5326633165829145	106	1.6303376365441908	2.0458357760717188e-7	4.615004796707527e-6	199	27256	Cluster	Twin_926	WP_000897305.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_15029	4	0.9736842105263158	37	38	0.40703517587939697	81	2.392137751786875	1.8470963191642634e-18	4.926102414261466e-17	199	27256	Cluster	Twin_835	WP_000940886.1 ABC transporter ATP-binding protein [Escherichia coli]
Cluster_17313	4	1	38	38	0.41708542713567837	83	2.397590361445783	0	0	199	27256	Cluster	Twin_133	WP_001298113.1 TetR/AcrR family transcriptional regulator [Escherichia coli]
Cluster_4365	4	1	38	38	0.35678391959798994	71	2.802816901408451	0	0	199	27256	Cluster	Single	WP_042097600.1 class I SAM-dependent methyltransferase [Escherichia coli]
Cluster_29573	4	1	38	38	0.4371859296482412	87	2.28735632183908	0	0	199	27256	Cluster	Single	WP_000182336.1 NADH-dependent flavin oxidoreductase [Escherichia coli]
Cluster_10174	4	0.8421052631578947	32	38	0.18592964824120603	37	4.529160739687055	5.830893132863933e-28	1.619031243670583e-26	199	27256	Cluster	Single	WP_001304317.1 MULTISPECIES: hypothetical protein [Escherichia]
Cluster_5036	4	0.9736842105263158	37	38	0.2562814070351759	51	3.799277605779154	4.794995506492447e-30	1.342863490534749e-28	199	27256	Cluster	Twin_498	WP_097484301.1 PRD domain-containing protein [Escherichia coli]
Cluster_10647	4	0.8157894736842105	31	38	0.20603015075376885	41	3.959563543003851	6.998198626729802e-23	1.9054408438950706e-21	199	27256	Cluster	Twin_1296	WP_000915005.1 MULTISPECIES: fimbrial protein [Escherichia]
Cluster_20126	4	1	38	38	0.4020100502512563	80	2.4875	0	0	199	27256	Cluster	Twin_819	WP_000610629.1 prepilin-type N-terminal cleavage/methylation domain-containing protein [Escherichia coli]
Cluster_6109	4	0.9473684210526315	36	38	0.3015075376884422	60	3.142105263157895	3.286921116734375e-23	8.966553773921715e-22	199	27256	Cluster	Single	WP_001555993.1 PRD domain-containing protein [Escherichia coli]
Cluster_26416	4	1	38	38	0.7286432160804021	145	1.3724137931034481	0	0	199	27256	Cluster	Single	WP_000878876.1 ketose-bisphosphate aldolase [Escherichia coli]
Cluster_11812	4	0.8157894736842105	31	38	0.20603015075376885	41	3.959563543003851	6.998198626729802e-23	1.9054408438950706e-21	199	27256	Cluster	Twin_1296	WP_059322071.1 fimbrial biogenesis outer membrane usher protein, partial [Escherichia coli]
Cluster_18104	4	0.9210526315789473	35	38	0.7638190954773869	152	1.2058518005540166	0.0012947598435415477	0.02512076585246208	199	27256	Cluster	Single	WP_042076629.1 fimbrial protein [Escherichia coli]
Cluster_1096	4	0.9473684210526315	36	38	0.20100502512562815	40	4.713157894736842	1.5823902389950778e-35	4.500259164322059e-34	199	27256	Cluster	Twin_221	WP_000679501.1 MULTISPECIES: DeoR/GlpR transcriptional regulator [Enterobacteriaceae]
Cluster_1353	4	1	38	38	0.22110552763819097	44	4.5227272727272725	0	0	199	27256	Cluster	Single	WP_000255359.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_30206	4	0.9736842105263158	37	38	0.19597989949748743	39	4.968286099865048	3.92652664763046e-40	1.1278968612000007e-38	199	27256	Cluster	Single	WP_001188439.1 hypothetical protein [Escherichia coli]
Cluster_11857	4	0.868421052631579	33	38	0.1658291457286432	33	5.236842105263158	0	0	199	27256	Cluster	Single	WP_059319942.1 fimbrial biogenesis outer membrane usher protein, partial [Escherichia coli]
Cluster_24588	4	1	38	38	0.7286432160804021	145	1.3724137931034481	0	0	199	27256	Cluster	Single	WP_000723722.1 aldo/keto reductase [Escherichia coli]
Cluster_13804	4	1	38	38	0.4020100502512563	80	2.4875	0	0	199	27256	Cluster	Twin_819	WP_100321626.1 general secretion pathway protein GspM [Escherichia coli]
Cluster_23523	4	0.9736842105263158	37	38	0.6834170854271356	136	1.4247291021671828	7.471753082654185e-8	1.7168741811636259e-6	199	27256	Cluster	Single	WP_045233158.1 GGDEF domain-containing protein [Escherichia coli]
Cluster_30362	4	0.9736842105263158	37	38	0.20603015075376885	41	4.725930680359435	1.073250617018995e-37	3.069364090893087e-36	199	27256	Cluster	Single	WP_032150532.1 LysR family transcriptional regulator [Escherichia coli]
Cluster_13572	4	0.9736842105263158	37	38	0.4020100502512563	80	2.4220394736842104	9.805573052353446e-19	2.6209526484452753e-17	199	27256	Cluster	Single	WP_001586260.1 iron ABC transporter permease [Escherichia coli]
Cluster_4131	4	0.9473684210526315	36	38	0.37185929648241206	74	2.5476529160739685	2.214626474414579e-18	5.895298357581705e-17	199	27256	Cluster	Twin_1090	WP_077778908.1 oxidoreductase, partial [Escherichia coli]
Cluster_344	4	0.9473684210526315	36	38	0.37185929648241206	74	2.5476529160739685	2.214626474414579e-18	5.895298357581705e-17	199	27256	Cluster	Twin_1090	WP_001088822.1 2,3-dihydroxybenzoate-AMP ligase [Escherichia coli]
Cluster_1691	4	1	38	38	0.6331658291457286	126	1.5793650793650795	0	0	199	27256	Cluster	Single	WP_001312245.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_10193	4	1	38	38	0.46733668341708545	93	2.139784946236559	0	0	199	27256	Cluster	Single	WP_000749922.1 MULTISPECIES: glycoporin [Escherichia]
Cluster_15478	4	0.8157894736842105	31	38	0.20603015075376885	41	3.959563543003851	6.998198626729802e-23	1.9054408438950706e-21	199	27256	Cluster	Twin_1296	WP_001352929.1 MULTISPECIES: molecular chaperone [Escherichia]
Cluster_16530	4	1	38	38	0.7889447236180904	157	1.267515923566879	0	0	199	27256	Cluster	Single	WP_095764309.1 type II toxin-antitoxin system Phd/YefM family antitoxin [Escherichia coli]
Cluster_30412	4	0.9736842105263158	37	38	0.6331658291457286	126	1.5378028404344195	2.461878419329988e-9	5.901424187251973e-8	199	27256	Cluster	Single	WP_021540424.1 hypothetical protein [Escherichia coli]
Cluster_20104	4	0.9736842105263158	37	38	0.40703517587939697	81	2.392137751786875	1.8470963191642634e-18	4.926102414261466e-17	199	27256	Cluster	Twin_835	WP_000614959.1 MurR/RpiR family transcriptional regulator [Escherichia coli]
Cluster_17221	4	0.9473684210526315	36	38	0.20100502512562815	40	4.713157894736842	1.5823902389950778e-35	4.500259164322059e-34	199	27256	Cluster	Twin_221	WP_000234744.1 alcohol dehydrogenase [Escherichia coli]
Cluster_22534	4	0.9736842105263158	37	38	0.20100502512562815	40	4.844078947368421	7.853053295260915e-39	2.2539840202560766e-37	199	27256	Cluster	Single	WP_000410735.1 four-carbon acid sugar kinase family protein [Escherichia coli]
Cluster_1468	4	0.9473684210526315	36	38	0.2814070351758794	56	3.3665413533834583	6.135261624025839e-25	1.6897735454068406e-23	199	27256	Cluster	Single	WP_001311901.1 MULTISPECIES: hypothetical protein [Proteobacteria]
Cluster_13363	4	0.9736842105263158	37	38	0.37185929648241206	74	2.618421052631579	1.7117438803705688e-20	4.604597927749529e-19	199	27256	Cluster	Single	WP_032260040.1 salicylate synthase Irp9 [Escherichia coli]
Cluster_18260	4	0.9473684210526315	36	38	0.20603015075376885	41	4.598202824133504	1.6120224267625578e-34	4.580890600092445e-33	199	27256	Cluster	Single	WP_071779380.1 hypothetical protein [Escherichia coli]
Cluster_437	4	1	38	38	0.5979899497487438	119	1.672268907563025	0	0	199	27256	Cluster	Single	WP_000651752.1 MULTISPECIES: XapX domain-containing protein [Proteobacteria]
Cluster_30321	4	0.9736842105263158	37	38	0.23115577889447236	46	4.212242562929062	2.62707602907369e-33	7.427028030161942e-32	199	27256	Cluster	Twin_686	WP_000214531.1 ureidoglycolate dehydrogenase [Escherichia coli]
Cluster_9128	4	1	38	38	0.5326633165829145	106	1.8773584905660379	0	0	199	27256	Cluster	Single	WP_061356786.1 DNA-binding response regulator [Escherichia coli]
Cluster_1249	4	0.9736842105263158	37	38	0.41708542713567837	83	2.3344958782498417	6.349160377894969e-18	1.68512055427077e-16	199	27256	Cluster	Single	WP_001327304.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_22539	4	1	38	38	0.40703517587939697	81	2.4567901234567904	0	0	199	27256	Cluster	Single	WP_000873804.1 MexE family multidrug efflux RND transporter periplasmic adaptor subunit [Escherichia coli]
Cluster_18551	4	1	38	38	0.4623115577889447	92	2.1630434782608696	0	0	199	27256	Cluster	Twin_89	WP_042072610.1 ribose 5-phosphate isomerase B [Escherichia coli]
Cluster_2461	4	0.9473684210526315	36	38	0.7236180904522613	144	1.3092105263157894	1.9137922796058734e-5	4.086532308822823e-4	199	27256	Cluster	Single	WP_077628421.1 permease [Escherichia coli]
Cluster_30020	5	1.0625	17	16	0.5879396984924623	117	1.8071581196581197	0	0	199	27256	Cluster	Single	WP_050438425.1 EscR/YscR/HrcR family type III secretion system export apparatus protein [Escherichia coli]
Cluster_15317	5	1	16	16	0.4371859296482412	87	2.28735632183908	0	0	199	27256	Cluster	Single	WP_074497056.1 hypothetical protein [Escherichia coli]
Cluster_15516	5	1.0625	17	16	0.08040201005025126	16	13.21484375	0	0	199	27256	Cluster	Single	WP_000961339.1 MULTISPECIES: hypothetical protein [Escherichia]
Cluster_23506	5	1.125	18	16	0.7939698492462312	158	1.4169303797468356	0	0	199	27256	Cluster	Single	WP_000758888.1 hypothetical protein [Escherichia coli]
Cluster_27232	5	1.0625	17	16	0.21105527638190955	42	5.034226190476191	0	0	199	27256	Cluster	Single	WP_001324428.1 type III secretion protein [Escherichia coli]
Cluster_1756	5	0.875	14	16	0.08040201005025126	16	10.8828125	1.8821437871440036e-20	5.755041397296286e-19	199	27256	Cluster	Single	WP_000212717.1 type II toxin-antitoxin system antitoxin, RelB/DinJ family [Escherichia coli]
Cluster_26430	5	1.1875	19	16	0.6984924623115578	139	1.7000899280575539	0	0	199	27256	Cluster	Single	WP_001251542.1 hydrogenase [Escherichia coli]
Cluster_30735	5	0.875	14	16	0.09045226130653267	18	9.67361111111111	9.500617165771633e-19	2.9012459649005914e-17	199	27256	Cluster	Single	WP_071591553.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_816	5	1.1875	19	16	0.6432160804020101	128	1.84619140625	0	0	199	27256	Cluster	Single	WP_001142963.1 MULTISPECIES: type VI secretion system tube protein Hcp [Enterobacteriaceae]
Cluster_24916	5	1	16	16	0.7939698492462312	158	1.259493670886076	0	0	199	27256	Cluster	Single	WP_001298951.1 MFS transporter [Escherichia coli]
Cluster_15307	5	0.8125	13	16	0.2562814070351759	51	3.170343137254902	9.343990046107222e-8	2.7095168307731326e-6	199	27256	Cluster	Single	WP_077899950.1 polysialic acid transporter, partial [Escherichia coli]
Cluster_15276	5	1.1875	19	16	0.2663316582914573	53	4.45872641509434	0	0	199	27256	Cluster	Single	WP_000759926.1 MULTISPECIES: fimbrial protein [Escherichia]
Cluster_5101	5	1.1875	19	16	0.5477386934673367	109	2.1680045871559632	0	0	199	27256	Cluster	Single	WP_024180074.1 hypothetical protein [Escherichia coli]
Cluster_30416	5	1.0625	17	16	0.2914572864321608	58	3.6454741379310347	0	0	199	27256	Cluster	Single	WP_021539632.1 bifunctional metallophosphatase/5'-nucleotidase [Escherichia coli]
Cluster_9619	5	1.0625	17	16	0.6030150753768844	120	1.7619791666666669	0	0	199	27256	Cluster	Twin_1227	WP_099145188.1 SDR family NAD(P)-dependent oxidoreductase, partial [Escherichia coli]
Cluster_15011	5	1.125	18	16	0.5527638190954773	110	2.035227272727273	0	0	199	27256	Cluster	Single	WP_077632876.1 MFS transporter [Escherichia coli]
Cluster_29728	5	1.125	18	16	0.23115577889447236	46	4.866847826086956	0	0	199	27256	Cluster	Single	WP_001358761.1 MFS transporter [Escherichia coli]
Cluster_23068	5	1.1875	19	16	0.39195979899497485	78	3.029647435897436	0	0	199	27256	Cluster	Single	WP_038341225.1 TonB-dependent receptor [Escherichia coli]
Cluster_30328	5	1.0625	17	16	0.6030150753768844	120	1.7619791666666669	0	0	199	27256	Cluster	Twin_1227	WP_001027851.1 PTS system mannose/fructose/N-acetylgalactosamine-transporter subunit IIB [Escherichia coli]
Cluster_429	5	1	16	16	0.5628140703517588	112	1.7767857142857144	0	0	199	27256	Cluster	Single	WP_032146743.1 hypothetical protein [Escherichia coli]
Cluster_5323	5	1.1875	19	16	0.7386934673366834	147	1.6075680272108843	0	0	199	27256	Cluster	Single	WP_097768817.1 DUF4049 domain-containing protein [Escherichia coli]
Cluster_28810	5	1.125	18	16	0.7688442211055276	153	1.463235294117647	0	0	199	27256	Cluster	Single	WP_032277904.1 carbonic anhydrase [Escherichia coli]
Cluster_23616	5	0.9375	15	16	0.6733668341708543	134	1.3922574626865671	0.0013066010882270898	0.030081056852362613	199	27256	Cluster	Single	WP_086714346.1 hypothetical protein, partial [Escherichia coli]
Cluster_16740	5	1.0625	17	16	0.6180904522613065	123	1.7190040650406504	0	0	199	27256	Cluster	Single	WP_032345098.1 sugar efflux transporter [Escherichia coli]
Cluster_771	5	1.1875	19	16	0.23618090452261306	47	5.027925531914894	0	0	199	27256	Cluster	Single	WP_000813947.1 MULTISPECIES: DUF4387 domain-containing protein [Enterobacteriaceae]
